,name,resource,category,homepage,description,projectrank,show,license,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,updated_github_id,docs_url,ignore
279,Awesome-Graph-Generation,,community,https://github.com/yuanqidu/awesome-graph-generation,A curated list of up-to-date graph generation papers and resources.,8,True,,['rep-learn'],yuanqidu/awesome-graph-generation,https://github.com/yuanqidu/awesome-graph-generation,2021-08-07 05:43:46,2025-01-04 01:33:47.000000,2025-01-04 01:33:47,86.0,,22.0,9.0,2.0,1.0,,330.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
280,molecularGNN_smiles,,rep-learn,https://github.com/masashitsubaki/molecularGNN_smiles,"The code of a graph neural network (GNN) for molecules, which is based on learning representations of r-radius..",8,False,Apache-2.0,,masashitsubaki/molecularGNN_smiles,https://github.com/masashitsubaki/molecularGNN_smiles,2018-11-06 00:25:26,2020-11-28 02:04:45.000000,2020-11-28 02:04:45,79.0,,75.0,4.0,,6.0,1.0,311.0,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
281,RDKit Tutorials,,educational,https://github.com/rdkit/rdkit-tutorials,Tutorials to learn how to work with the RDKit.,8,False,https://github.com/rdkit/rdkit-tutorials/blob/master/LICENSE,,rdkit/rdkit-tutorials,https://github.com/rdkit/rdkit-tutorials,2016-10-07 03:34:01,2023-03-19 13:36:55.000000,2023-03-19 13:36:55,68.0,,76.0,15.0,7.0,5.0,1.0,283.0,,,,5.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
282,EquiformerV2,,ml-iap,https://github.com/atomicarchitects/equiformer_v2,[ICLR 2024] EquiformerV2: Improved Equivariant Transformer for Scaling to Higher-Degree Representations.,8,True,MIT,"['pretrained', 'uip', 'rep-learn']",atomicarchitects/equiformer_v2,https://github.com/atomicarchitects/equiformer_v2,2023-06-21 07:09:58,2025-02-11 15:58:33.000000,2025-02-11 15:58:18,17.0,1.0,35.0,4.0,1.0,16.0,7.0,259.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
283,Equiformer,,rep-learn,https://github.com/atomicarchitects/equiformer,[ICLR 2023 Spotlight] Equiformer: Equivariant Graph Attention Transformer for 3D Atomistic Graphs.,8,True,MIT,['transformer'],atomicarchitects/equiformer,https://github.com/atomicarchitects/equiformer,2023-02-28 00:21:30,2025-02-11 19:52:36.000000,2025-02-11 19:52:27,8.0,2.0,43.0,5.0,2.0,9.0,9.0,234.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
284,QDF for molecule,,ml-esm,https://github.com/masashitsubaki/QuantumDeepField_molecule,"Quantum deep field: data-driven wave function, electron density generation, and energy prediction and extrapolation..",8,False,MIT,,masashitsubaki/QuantumDeepField_molecule,https://github.com/masashitsubaki/QuantumDeepField_molecule,2020-11-11 01:06:09,2021-02-20 03:46:18.000000,2021-02-20 03:46:09,20.0,,44.0,3.0,,1.0,3.0,216.0,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
285,BestPractices,,educational,https://github.com/anthony-wang/BestPractices,Things that you should (and should not) do in your Materials Informatics research.,8,False,MIT,,anthony-wang/BestPractices,https://github.com/anthony-wang/BestPractices,2020-05-05 19:41:25,2023-11-17 02:58:25.000000,2023-11-17 02:58:25,17.0,,71.0,7.0,8.0,5.0,2.0,186.0,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
286,G-SchNet,,generative,https://github.com/atomistic-machine-learning/G-SchNet,G-SchNet - a generative model for 3d molecular structures.,8,False,MIT,,atomistic-machine-learning/G-SchNet,https://github.com/atomistic-machine-learning/G-SchNet,2019-10-21 13:48:59,2023-03-24 12:05:41.000000,2023-03-24 12:05:41,64.0,,25.0,5.0,,,10.0,135.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
287,AIMNet,,ml-iap,https://github.com/aiqm/aimnet,Atoms In Molecules Neural Network Potential.,8,False,MIT,['single-paper'],aiqm/aimnet,https://github.com/aiqm/aimnet,2018-09-26 17:28:37,2019-11-21 23:49:01.000000,2019-11-21 23:49:00,7.0,,25.0,9.0,2.0,4.0,,103.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
288,ANI-1 Dataset,,datasets,https://github.com/isayev/ANI1_dataset,A data set of 20 million calculated off-equilibrium conformations for organic molecules.,8,False,MIT,,isayev/ANI1_dataset,https://github.com/isayev/ANI1_dataset,2017-08-07 20:08:46,2022-08-08 15:56:17.000000,2022-08-08 15:56:17,25.0,,18.0,11.0,2.0,8.0,3.0,97.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
289,Awesome-Crystal-GNNs,,community,https://github.com/kdmsit/Awesome-Crystal-GNNs,This repository contains a collection of resources and papers on GNN Models on Crystal Solid State Materials.,8,True,MIT,,kdmsit/Awesome-Crystal-GNNs,https://github.com/kdmsit/Awesome-Crystal-GNNs,2022-11-15 11:12:18,2025-02-26 09:19:41.000000,2025-02-26 09:19:36,40.0,3.0,11.0,4.0,2.0,,,90.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
290,Awesome Materials & Chemistry Datasets,,community,https://github.com/blaiszik/awesome-matchem-datasets,A curated list of the most useful datasets in materials science and chemistry for training machine learning and AI..,8,True,MIT,"['datasets', 'experimental-data', 'literature-data', 'proprietary']",blaiszik/awesome-matchem-datasets,https://github.com/blaiszik/awesome-matchem-datasets,2025-04-02 03:47:04,2025-04-07 04:36:11.000000,2025-04-07 04:36:11,19.0,19.0,11.0,6.0,3.0,5.0,,82.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
291,LLaMP,,language-models,https://github.com/chiang-yuan/llamp,A web app and Python API for multi-modal RAG framework to ground LLMs on high-fidelity materials informatics. An..,8,True,BSD-3-Clause,"['multimodal', 'RAG', 'materials-discovery', 'pretrained', 'lang-js', 'lang-py']",chiang-yuan/llamp,https://github.com/chiang-yuan/llamp,2023-07-01 08:15:34,2024-10-14 03:45:00.000000,2024-10-14 03:44:53,375.0,,13.0,1.0,30.0,8.0,17.0,79.0,,,,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
292,graphite,,rep-learn,https://github.com/LLNL/graphite,A repository for implementing graph network models based on atomic structures.,8,True,MIT,,llnl/graphite,https://github.com/LLNL/graphite,2022-06-27 19:15:27,2024-08-08 04:10:45.000000,2024-08-08 04:10:44,30.0,,10.0,3.0,4.0,3.0,1.0,75.0,,,,2.0,,,15.0,15.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
293,MACE-Jax,,ml-iap,https://github.com/ACEsuit/mace-jax,Equivariant machine learning interatomic potentials in JAX.,8,False,MIT,,ACEsuit/mace-jax,https://github.com/ACEsuit/mace-jax,2023-02-06 12:10:16,2023-10-04 08:07:35.000000,2023-10-04 08:07:35,207.0,,9.0,10.0,1.0,3.0,5.0,72.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
294,LapJAX,,math,https://github.com/YWolfeee/lapjax,"A JAX based package designed for efficient second order operators (e.g., laplacian) computation.",8,False,MIT,,YWolfeee/lapjax,https://github.com/YWolfeee/lapjax,2023-09-22 18:58:06,2024-03-15 03:58:10.000000,2024-03-15 03:58:10,94.0,,9.0,2.0,20.0,,3.0,71.0,2023-10-31 08:56:45.000,0.0.1,1.0,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
295,PET-MAD,,uip,https://github.com/lab-cosmo/pet-mad,"PET-MAD, a universal interatomic potential for advanced materials modeling.",8,True,BSD-3-Clause,"['ml-iap', 'md', 'rep-learn', 'transformer']",lab-cosmo/pet-mad,https://github.com/lab-cosmo/pet-mad,2025-03-18 09:35:31,2025-04-08 05:22:04.000000,2025-04-08 05:22:04,42.0,42.0,2.0,13.0,7.0,,,55.0,,,,6.0,pet-mad,conda-forge/pet-mad,,,https://pypi.org/project/pet-mad,,,,,https://anaconda.org/conda-forge/pet-mad,,,3.0,,,,,,,,,,,,,,,,,,,,,
296,PyNEP,,ml-iap,https://github.com/bigd4/PyNEP,A python interface of the machine learning potential NEP used in GPUMD.,8,True,MIT,,bigd4/PyNEP,https://github.com/bigd4/PyNEP,2022-03-21 06:27:13,2024-12-15 08:31:24.000000,2024-12-15 08:31:24,95.0,,15.0,2.0,18.0,4.0,8.0,50.0,2024-10-19 05:28:19.000,1.0.0,1.0,9.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
297,Sketchmap,,unsupervised,https://github.com/lab-cosmo/sketchmap,Suite of programs to perform non-linear dimensionality reduction -- sketch-map in particular.,8,False,GPL-3.0,['lang-cpp'],lab-cosmo/sketchmap,https://github.com/lab-cosmo/sketchmap,2014-05-20 09:33:32,2024-09-30 15:56:54.000000,2023-05-24 22:47:50,64.0,,10.0,29.0,1.0,4.0,5.0,46.0,,,,8.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
298,Charting ML Publications in Science,,community,https://github.com/blaiszik/ml_publication_charts,"Literature analysis of ML applications in materials science, chemistry, physics.",8,True,MIT,"['literature-data', 'general-ml']",blaiszik/ml_publication_charts,https://github.com/blaiszik/ml_publication_charts,2019-06-09 00:07:07,2025-03-22 19:04:56.000000,2025-03-22 19:04:56,65.0,3.0,,2.0,,3.0,,42.0,2025-03-22 19:01:40.000,2025.03,4.0,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
299,SIMPLE-NN v2,,ml-iap,https://github.com/MDIL-SNU/SIMPLE-NN_v2,SIMPLE-NN is an open package that constructs Behler-Parrinello-type neural-network interatomic potentials from ab..,8,False,GPL-3.0,,MDIL-SNU/SIMPLE-NN_v2,https://github.com/MDIL-SNU/SIMPLE-NN_v2,2021-03-02 09:36:49,2023-12-29 02:08:47.000000,2023-12-29 02:08:47,504.0,,17.0,5.0,88.0,2.0,11.0,42.0,,,,13.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
300,GAP,,ml-iap,https://libatoms.github.io/,Gaussian Approximation Potential (GAP).,8,True,https://github.com/libAtoms/GAP/blob/main/LICENSE.md,,libAtoms/GAP,https://github.com/libAtoms/GAP,2021-03-22 14:48:56,2025-02-10 08:54:19.000000,2025-02-10 08:54:19,207.0,1.0,20.0,9.0,70.0,,,41.0,,,,13.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
301,pair_allegro,,md,https://github.com/mir-group/pair_allegro,LAMMPS pair style for Allegro deep learning interatomic potentials with parallelization support.,8,True,MIT,"['ml-iap', 'rep-learn']",mir-group/pair_allegro,https://github.com/mir-group/pair_allegro,2021-08-09 17:26:51,2024-10-21 23:11:23.000000,2024-06-05 17:00:50,101.0,,8.0,9.0,3.0,17.0,21.0,40.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
302,SNAP,,ml-iap,https://github.com/materialsvirtuallab/snap,Repository for spectral neighbor analysis potential (SNAP) model development.,8,False,BSD-3-Clause,,materialsvirtuallab/snap,https://github.com/materialsvirtuallab/snap,2017-06-26 21:56:00,2020-06-30 05:20:37.000000,2020-06-30 05:20:37,38.0,,17.0,10.0,1.0,1.0,3.0,36.0,,,,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
303,Atomistic Adversarial Attacks,,ml-iap,https://github.com/learningmatter-mit/Atomistic-Adversarial-Attacks,Code for performing adversarial attacks on atomistic systems using NN potentials.,8,False,MIT,['probabilistic'],learningmatter-mit/Atomistic-Adversarial-Attacks,https://github.com/learningmatter-mit/Atomistic-Adversarial-Attacks,2021-03-28 17:39:52,2022-10-03 16:19:31.000000,2022-10-03 16:19:29,33.0,,7.0,4.0,1.0,,1.0,36.0,2021-07-19 18:09:36.000,1.0.1,1.0,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
304,UVVisML,,rep-learn,https://github.com/learningmatter-mit/uvvisml,Predict optical properties of molecules with machine learning.,8,False,MIT,"['optical-properties', 'single-paper', 'probabilistic']",learningmatter-mit/uvvisml,https://github.com/learningmatter-mit/uvvisml,2021-10-13 05:58:48,2023-05-26 22:35:14.000000,2023-05-26 22:35:14,17.0,,8.0,3.0,1.0,,1.0,30.0,2022-02-06 18:14:14.000,0.0.2,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
305,GNNOpt,,rep-learn,https://github.com/nguyen-group/GNNOpt,Universal Ensemble-Embedding Graph Neural Network for Direct Prediction of Optical Spectra from Crystal Structures.,8,True,MIT,"['optical-properties', 'single-paper']",nguyen-group/GNNOpt,https://github.com/nguyen-group/GNNOpt,2024-06-26 12:39:27,2024-12-19 15:08:25.000000,2024-12-19 15:08:21,24.0,,8.0,3.0,,,,25.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
306,COSMO Software Cookbook,,educational,https://github.com/lab-cosmo/atomistic-cookbook,A collection of simulation recipes for the atomic-scale modeling of materials and molecules.,8,True,BSD-3-Clause,,lab-cosmo/software-cookbook,https://github.com/lab-cosmo/atomistic-cookbook,2023-05-23 10:33:47,2025-04-04 15:46:47.000000,2025-03-28 08:30:38,137.0,18.0,2.0,16.0,109.0,,14.0,18.0,,,,13.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,lab-cosmo/atomistic-cookbook,,
307,TurboGAP,,ml-iap,https://github.com/mcaroba/turbogap,The TurboGAP code.,8,True,https://github.com/mcaroba/turbogap/blob/master/LICENSE.md,['lang-fortran'],mcaroba/turbogap,https://github.com/mcaroba/turbogap,2021-05-02 09:19:05,2025-04-09 09:48:27.000000,2024-12-17 12:33:34,322.0,,11.0,9.0,8.0,7.0,4.0,17.0,,,,8.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
308,AGOX,,materials-discovery,https://agox.gitlab.io/agox/,AGOX is a package for global optimization of atomic system using e.g. the energy calculated from density functional..,8,True,GPL-3.0,['structure-optimization'],,,2022-03-08 09:08:13,2024-10-23 11:38:40.000000,,,,6.0,,,10.0,18.0,15.0,2024-08-26 18:44:50.000,3.8.0,6.0,,agox,,,,https://pypi.org/project/agox,2024-10-23 11:38:40.000,,183.0,183.0,,,,3.0,,,,,,,,,,,,,,,,,agox/agox,https://gitlab.com/agox/agox,,,
309,T-e3nn,,rep-learn,https://github.com/Hongyu-yu/T-e3nn,Time-reversal Euclidean neural networks based on e3nn.,8,True,MIT,['magnetism'],Hongyu-yu/T-e3nn,https://github.com/Hongyu-yu/T-e3nn,2022-11-21 14:49:45,2024-09-29 08:13:51.000000,2024-09-29 08:13:51,2146.0,,1.0,1.0,,,,14.0,,,,26.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
310,bVAE-IM,,generative,https://github.com/tsudalab/bVAE-IM,Implementation of Chemical Design with GPU-based Ising Machine.,8,False,MIT,"['qml', 'single-paper']",tsudalab/bVAE-IM,https://github.com/tsudalab/bVAE-IM,2023-03-01 08:26:56,2023-07-11 04:39:24.000000,2023-07-11 04:39:24,39.0,,3.0,8.0,,,,11.0,2023-03-01 14:26:13.000,1.0.0,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
311,dftio,,ml-dft,https://github.com/deepmodeling/dftio,dftio is to assist machine learning communities to transcript DFT output into a format that is easy to read or used by..,8,True,LGPL-3.0,"['data-structures', 'workflows']",deepmodeling/dftio,https://github.com/deepmodeling/dftio,2024-05-27 14:03:49,2025-04-08 14:41:23.000000,2025-04-08 14:41:23,104.0,14.0,4.0,3.0,6.0,1.0,2.0,8.0,2024-06-03 03:30:43.000,0.0.1,1.0,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
312,MEGNetSparse,,ml-iap,https://github.com/HSE-LAMBDA/MEGNetSparse,"A library imlementing a graph neural network with sparse representation from Code for Kazeev, N., Al-Maeeni, A.R.,..",8,False,MIT,['material-defect'],HSE-LAMBDA/MEGNetSparse,https://github.com/HSE-LAMBDA/MEGNetSparse,2023-07-19 08:17:42,2024-10-17 14:05:03.000000,2024-10-17 14:04:59,24.0,,1.0,1.0,,,,4.0,2023-08-21 17:11:01.000,0.0.10,9.0,2.0,MEGNetSparse,,2.0,2.0,https://pypi.org/project/MEGNetSparse,2023-08-21 17:11:01.000,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
313,MADICES Awesome Interoperability,,community,MADICES/MADICES.github.io/blob/main/docs/awesome_interoperability.md,Linked data interoperability resources of the Machine-actionable data interoperability for the chemical sciences..,8,False,MIT,['datasets'],MADICES/MADICES.github.io,https://github.com/MADICES/MADICES.github.io,2021-12-26 13:27:32,2025-03-16 12:35:30.000000,2025-03-16 12:33:56,225.0,8.0,6.0,5.0,23.0,2.0,15.0,1.0,,,,11.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
314,GEOM,,datasets,https://github.com/learningmatter-mit/geom,GEOM: Energy-annotated molecular conformations.,7,False,,['drug-discovery'],learningmatter-mit/geom,https://github.com/learningmatter-mit/geom,2020-06-03 17:58:37,2022-04-24 18:57:39.000000,2022-04-24 18:57:39,95.0,,28.0,9.0,,2.0,11.0,219.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
315,tensorfieldnetworks,,rep-learn,https://github.com/tensorfieldnetworks/tensorfieldnetworks,Rotation- and translation-equivariant neural networks for 3D point clouds.,7,False,MIT,,tensorfieldnetworks/tensorfieldnetworks,https://github.com/tensorfieldnetworks/tensorfieldnetworks,2018-02-09 23:18:13,2020-01-07 17:22:16.000000,2020-01-07 17:22:15,10.0,,32.0,9.0,2.0,1.0,2.0,157.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
316,A Highly Opinionated List of Open-Source Materials Informatics Resources,,community,https://github.com/ncfrey/resources,A Highly Opinionated List of Open Source Materials Informatics Resources.,7,False,MIT,,ncfrey/resources,https://github.com/ncfrey/resources,2020-11-17 23:47:07,2022-02-18 13:37:51.000000,2022-02-18 13:37:51,8.0,,23.0,8.0,,,,129.0,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
317,AI for Science paper collection,,community,https://github.com/sherrylixuecheng/AI_for_Science_paper_collection,List the AI for Science papers accepted by top conferences.,7,True,Apache-2.0,,sherrylixuecheng/AI_for_Science_paper_collection,https://github.com/sherrylixuecheng/AI_for_Science_paper_collection,2024-06-28 16:20:57,2024-09-14 16:58:10.000000,2024-09-14 16:58:10,79.0,,13.0,2.0,10.0,1.0,,109.0,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
318,PhysNet,,ml-iap,https://github.com/MMunibas/PhysNet,Code for training PhysNet models.,7,False,MIT,['electrostatics'],MMunibas/PhysNet,https://github.com/MMunibas/PhysNet,2019-03-28 09:05:22,2022-10-16 17:45:42.000000,2020-12-07 11:09:20,4.0,,27.0,8.0,1.0,5.0,,101.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
319,ElemNet,,rep-eng,https://github.com/NU-CUCIS/ElemNet,Deep Learning the Chemistry of Materials From Only Elemental Composition for Enhancing Materials Property Prediction.,7,False,,['single-paper'],NU-CUCIS/ElemNet,https://github.com/NU-CUCIS/ElemNet,2018-10-09 20:09:31,2023-03-25 01:33:04.000000,2022-06-22 05:58:46,79.0,,35.0,4.0,24.0,2.0,4.0,95.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
320,HamGNN,,ml-dft,https://github.com/QuantumLab-ZY/HamGNN,An E(3) equivariant Graph Neural Network for predicting electronic Hamiltonian matrix.,7,True,GPL-3.0,"['rep-learn', 'magnetism', 'lang-c']",QuantumLab-ZY/HamGNN,https://github.com/QuantumLab-ZY/HamGNN,2023-07-14 12:20:27,2025-04-08 13:33:13.000000,2025-04-08 13:33:12,99.0,8.0,16.0,4.0,1.0,32.0,6.0,91.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
321,DeepH-E3,,ml-dft,https://github.com/Xiaoxun-Gong/DeepH-E3,General framework for E(3)-equivariant neural network representation of density functional theory Hamiltonian.,7,False,MIT,['magnetism'],Xiaoxun-Gong/DeepH-E3,https://github.com/Xiaoxun-Gong/DeepH-E3,2023-03-16 11:25:58,2023-04-04 13:27:01.000000,2023-04-04 13:26:27,16.0,,22.0,6.0,,24.0,10.0,90.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
322,MLforMaterials,,educational,https://github.com/aronwalsh/MLforMaterials,Online resource for a practical course in machine learning for materials research at Imperial College London..,7,True,MIT,"['community', 'general-ml', 'rep-eng', 'materials-discovery']",aronwalsh/MLforMaterials,https://github.com/aronwalsh/MLforMaterials,2023-08-02 14:29:12,2025-02-17 16:46:51.000000,2025-02-17 16:45:52,72.0,18.0,10.0,2.0,2.0,,2.0,79.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
323,JAXChem,,general-tool,https://github.com/deepchem/jaxchem,JAXChem is a JAX-based deep learning library for complex and versatile chemical modeling.,7,False,MIT,,deepchem/jaxchem,https://github.com/deepchem/jaxchem,2020-05-11 18:54:41,2020-07-15 05:02:21.000000,2020-07-15 04:55:41,96.0,,10.0,6.0,13.0,1.0,1.0,79.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
324,DTNN,,rep-learn,https://github.com/atomistic-machine-learning/dtnn,Deep Tensor Neural Network.,7,False,MIT,,atomistic-machine-learning/dtnn,https://github.com/atomistic-machine-learning/dtnn,2017-03-10 14:40:05,2017-07-11 08:26:15.000000,2017-07-11 08:25:39,9.0,,31.0,13.0,,,3.0,78.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
325,molecular-vae,,generative,https://github.com/aksub99/molecular-vae,Pytorch implementation of the paper Automatic Chemical Design Using a Data-Driven Continuous Representation of..,7,False,MIT,"['rep-learn', 'cheminformatics', 'single-paper']",aksub99/molecular-vae,https://github.com/aksub99/molecular-vae,2019-05-19 15:59:51,2021-03-31 13:16:36.000000,2021-03-31 13:16:36,68.0,,15.0,4.0,29.0,3.0,1.0,65.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
326,cG-SchNet,,generative,https://github.com/atomistic-machine-learning/cG-SchNet,cG-SchNet - a conditional generative neural network for 3d molecular structures.,7,False,MIT,,atomistic-machine-learning/cG-SchNet,https://github.com/atomistic-machine-learning/cG-SchNet,2021-12-02 15:35:18,2023-03-24 12:09:56.000000,2023-03-24 12:09:56,28.0,,14.0,3.0,,,3.0,60.0,2022-02-21 13:36:41.000,1.0,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
327,Cormorant,,rep-learn,https://github.com/risilab/cormorant,Codebase for Cormorant Neural Networks.,7,False,https://github.com/risilab/cormorant/blob/master/LICENSE,,risilab/cormorant,https://github.com/risilab/cormorant,2019-10-27 18:22:07,2022-05-11 12:49:05.000000,2020-03-11 15:25:51,160.0,,10.0,5.0,1.0,3.0,,60.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
328,DeeperGATGNN,,rep-learn,https://github.com/usccolumbia/deeperGATGNN,Scalable graph neural networks for materials property prediction.,7,False,MIT,,usccolumbia/deeperGATGNN,https://github.com/usccolumbia/deeperGATGNN,2021-09-29 17:31:02,2024-01-19 18:11:52.000000,2024-01-19 18:11:38,25.0,,8.0,1.0,1.0,4.0,8.0,57.0,2022-03-08 02:14:28.000,1.0,1.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
329,ChargE3Net,,ml-dft,https://github.com/AIforGreatGood/charge3net,Higher-order equivariant neural networks for charge density prediction in materials.,7,True,MIT,['rep-learn'],AIforGreatGood/charge3net,https://github.com/AIforGreatGood/charge3net,2023-12-16 13:54:56,2025-02-21 18:35:27.000000,2025-02-21 18:35:27,17.0,2.0,15.0,4.0,3.0,4.0,5.0,54.0,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
330,EScAIP,,uip,https://github.com/ASK-Berkeley/EScAIP,[NeurIPS 2024] Official implementation of the Efficiently Scaled Attention Interatomic Potential.,7,True,MIT,"['ml-iap', 'rep-learn', 'transformer', 'single-paper']",ASK-Berkeley/EScAIP,https://github.com/ASK-Berkeley/EScAIP,2024-08-09 20:02:18,2025-03-11 20:22:44.000000,2025-03-06 17:11:33,31.0,7.0,5.0,5.0,9.0,3.0,2.0,47.0,,,2.0,2.0,,,,,,,,,0.0,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,
331,uncertainty_benchmarking,,general-tool,https://github.com/ulissigroup/uncertainty_benchmarking,Various code/notebooks to benchmark different ways we could estimate uncertainty in ML predictions.,7,False,,"['benchmarking', 'probabilistic']",ulissigroup/uncertainty_benchmarking,https://github.com/ulissigroup/uncertainty_benchmarking,2019-08-28 19:39:28,2021-06-07 23:29:39.000000,2021-06-07 23:27:19,265.0,,7.0,5.0,1.0,,,41.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
332,AdsorbML,,rep-learn,https://github.com/Open-Catalyst-Project/AdsorbML,,7,True,MIT,"['surface-science', 'single-paper']",Open-Catalyst-Project/AdsorbML,https://github.com/Open-Catalyst-Project/AdsorbML,2022-11-30 01:38:20,2025-02-05 17:20:34.000000,2025-02-05 17:20:34,59.0,2.0,6.0,8.0,11.0,3.0,1.0,40.0,,,,7.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
