,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,updated_github_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,docs_url,ignore
323,crystal-text-llm,,language-models,CC-BY-NC-4.0,https://github.com/facebookresearch/crystal-text-llm,Large language models to generate stable crystals.,5,True,['materials-discovery'],facebookresearch/crystal-text-llm,https://github.com/facebookresearch/crystal-text-llm,2024-02-05 22:29:12,2024-06-18 17:10:52.000000,2024-06-18 17:10:52,13.0,,13.0,4.0,3.0,9.0,2.0,75.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
324,SchNOrb,,ml-wft,MIT,https://github.com/atomistic-machine-learning/SchNOrb,Unifying machine learning and quantum chemistry with a deep neural network for molecular wavefunctions.,5,False,,atomistic-machine-learning/SchNOrb,https://github.com/atomistic-machine-learning/SchNOrb,2019-09-17 12:41:48,2019-09-17 14:31:47.000000,2019-09-17 14:31:19,2.0,,19.0,5.0,,1.0,,59.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
325,The Perovskite Database Project,,datasets,,https://github.com/Jesperkemist/perovskitedatabase,"Perovskite Database Project aims at making all perovskite device data, both past and future, available in a form..",5,True,['community'],Jesperkemist/perovskitedatabase,https://github.com/Jesperkemist/perovskitedatabase,2021-01-17 14:26:45,2024-03-07 11:09:21.000000,2024-03-07 11:09:17,44.0,,20.0,3.0,7.0,1.0,,58.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
326,Joint Multidomain Pre-Training (JMP),,uip,CC-BY-NC-4.0,https://github.com/facebookresearch/JMP,Code for From Molecules to Materials Pre-training Large Generalizable Models for Atomic Property Prediction.,5,True,"['pretrained', 'ml-iap', 'general-tool']",facebookresearch/JMP,https://github.com/facebookresearch/JMP,2024-03-14 23:10:10,2024-06-20 04:11:08.000000,2024-05-07 08:19:12,1.0,,6.0,3.0,1.0,2.0,,38.0,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
327,Machine Learning for Materials Hard and Soft,,educational,,https://github.com/CompPhysVienna/MLSummerSchoolVienna2022,ESI-DCAFM-TACO-VDSP Summer School on Machine Learning for Materials Hard and Soft.,5,False,,CompPhysVienna/MLSummerSchoolVienna2022,https://github.com/CompPhysVienna/MLSummerSchoolVienna2022,2022-07-01 08:42:41,2022-07-22 08:10:24.000000,2022-07-22 08:10:24,49.0,,20.0,1.0,14.0,,,34.0,,,,11.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
328,xDeepH,,ml-dft,LGPL-3.0,https://github.com/mzjb/xDeepH,Extended DeepH (xDeepH) method for magnetic materials.,5,False,"['magnetism', 'lang-julia']",mzjb/xDeepH,https://github.com/mzjb/xDeepH,2023-02-23 12:56:49,2023-06-14 11:44:53.000000,2023-06-14 11:44:46,4.0,,4.0,3.0,,2.0,,32.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
329,Autobahn,,rep-learn,MIT,https://github.com/risilab/Autobahn,Repository for Autobahn: Automorphism Based Graph Neural Networks.,5,False,,risilab/Autobahn,https://github.com/risilab/Autobahn,2021-03-02 01:14:40,2022-03-01 21:04:09.000000,2022-03-01 21:04:04,11.0,,2.0,5.0,,,,30.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
330,SciBot,,language-models,,https://github.com/CFN-softbio/SciBot,SciBot is a simple demo of building a domain-specific chatbot for science.,5,True,['ai-agent'],CFN-softbio/SciBot,https://github.com/CFN-softbio/SciBot,2023-06-12 12:41:44,2024-09-03 15:21:15.000000,2024-09-03 15:20:54,23.0,1.0,8.0,6.0,,,,28.0,,,,1.0,,,2.0,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
331,ML-DFT,,ml-dft,MIT,https://github.com/MihailBogojeski/ml-dft,A package for density functional approximation using machine learning.,5,False,,MihailBogojeski/ml-dft,https://github.com/MihailBogojeski/ml-dft,2020-09-14 22:15:56,2020-09-18 16:36:30.000000,2020-09-18 16:36:30,9.0,,7.0,2.0,,1.0,1.0,23.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
332,Coarse-Graining-Auto-encoders,,unsupervised,,https://github.com/learningmatter-mit/Coarse-Graining-Auto-encoders,Implementation of coarse-graining Autoencoders.,5,False,['single-paper'],learningmatter-mit/Coarse-Graining-Auto-encoders,https://github.com/learningmatter-mit/Coarse-Graining-Auto-encoders,2019-09-16 15:27:57,2019-08-16 21:39:34.000000,2019-08-16 21:39:33,14.0,,7.0,6.0,,,,21.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
333,CSPML (crystal structure prediction with machine learning-based element substitution),,materials-discovery,MIT,https://github.com/Minoru938/CSPML,Original implementation of CSPML.,5,True,['structure-prediction'],minoru938/cspml,https://github.com/Minoru938/CSPML,2022-01-15 10:59:27,2024-09-25 07:36:12.000000,2024-09-25 07:36:11,24.0,1.0,9.0,2.0,,2.0,1.0,20.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,-2.0,,,,,,,,,,,,,
334,SA-GPR,,rep-eng,LGPL-3.0,https://github.com/dilkins/TENSOAP,Public repository for symmetry-adapted Gaussian Process Regression (SA-GPR).,5,True,['lang-c'],dilkins/TENSOAP,https://github.com/dilkins/TENSOAP,2020-05-04 14:19:01,2024-07-23 13:03:45.000000,2024-07-23 13:03:44,26.0,1.0,13.0,3.0,10.0,2.0,5.0,19.0,2020-12-17 16:51:47.000,2020.0,1.0,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
335,NequIP-JAX,,ml-iap,,https://github.com/mariogeiger/nequip-jax,JAX implementation of the NequIP interatomic potential.,5,True,,mariogeiger/nequip-jax,https://github.com/mariogeiger/nequip-jax,2023-03-08 04:18:28,2023-11-01 20:35:48.000000,2023-11-01 20:35:44,39.0,,3.0,1.0,2.0,2.0,,18.0,2023-06-22 22:36:36.000,1.1.0,3.0,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
336,FieldSchNet,,rep-learn,MIT,https://github.com/atomistic-machine-learning/field_schnet,Deep neural network for molecules in external fields.,5,False,,atomistic-machine-learning/field_schnet,https://github.com/atomistic-machine-learning/field_schnet,2020-11-18 10:26:59,2022-05-19 09:28:38.000000,2022-05-19 09:28:38,26.0,,4.0,2.0,1.0,1.0,,17.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
337,3DSC Database,,datasets,https://github.com/aimat-lab/3DSC/blob/main/LICENSE.md,https://github.com/aimat-lab/3DSC,Repo for the paper publishing the superconductor database with 3D crystal structures.,5,True,"['superconductors', 'materials-discovery']",aimat-lab/3DSC,https://github.com/aimat-lab/3DSC,2021-11-02 09:07:57,2024-01-08 09:21:11.000000,2024-01-08 09:21:11,53.0,,4.0,2.0,,2.0,,15.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
338,SCFNN,,rep-learn,MIT,https://github.com/andy90/SCFNN,Self-consistent determination of long-range electrostatics in neural network potentials.,5,False,"['lang-cpp', 'electrostatics', 'single-paper']",andy90/SCFNN,https://github.com/andy90/SCFNN,2021-09-22 12:02:00,2022-01-30 02:29:03.000000,2022-01-24 09:40:40,10.0,,8.0,2.0,,,,15.0,2022-01-30 02:29:04.000,1.0.0,1.0,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
339,CraTENet,,rep-learn,MIT,https://github.com/lantunes/CraTENet,An attention-based deep neural network for thermoelectric transport properties.,5,False,['transport-phenomena'],lantunes/CraTENet,https://github.com/lantunes/CraTENet,2022-06-30 10:40:06,2023-04-05 01:13:22.000000,2023-04-05 01:13:11,24.0,,1.0,1.0,,1.0,,13.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
340,BERT-PSIE-TC,,language-models,MIT,https://github.com/StefanoSanvitoGroup/BERT-PSIE-TC,A dataset of Curie temperatures automatically extracted from scientific literature with the use of the BERT-PSIE..,5,False,['magnetism'],StefanoSanvitoGroup/BERT-PSIE-TC,https://github.com/StefanoSanvitoGroup/BERT-PSIE-TC,2023-01-25 10:27:26,2023-08-18 11:47:45.000000,2023-08-18 12:48:31,36.0,,3.0,1.0,,,,12.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
341,SOMD,,md,AGPL-3.0,https://github.com/initqp/somd,Molecular dynamics package designed for the SIESTA DFT code.,5,True,"['ml-iap', 'active-learning']",initqp/somd,https://github.com/initqp/somd,2023-03-09 19:00:41,2024-10-16 19:13:50.000000,2024-10-16 19:11:24,304.0,3.0,2.0,1.0,11.0,,1.0,12.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
342,ACEHAL,,active-learning,,https://github.com/ACEsuit/ACEHAL,Hyperactive Learning (HAL) Python interface for building Atomic Cluster Expansion potentials.,5,False,['lang-julia'],ACEsuit/ACEHAL,https://github.com/ACEsuit/ACEHAL,2023-02-24 17:33:47,2023-10-01 12:19:41.000000,2023-09-21 21:50:43,121.0,,7.0,5.0,15.0,4.0,6.0,11.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
343,QMLearn,,ml-esm,MIT,http://qmlearn.rutgers.edu/,Quantum Machine Learning by learning one-body reduced density matrices in the AO basis...,5,False,,,,2022-02-15 13:42:13,2022-02-15 13:42:13.000000,,,,3.0,,,,,11.0,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,pavanello-research-group/qmlearn,https://gitlab.com/pavanello-research-group/qmlearn,,
344,InfGCN for Electron Density Estimation,,ml-dft,MIT,https://github.com/ccr-cheng/InfGCN-pytorch,Official implementation of the NeurIPS 23 spotlight paper of InfGCN.,5,True,"['rep-learn', 'neural-operator']",ccr-cheng/infgcn-pytorch,https://github.com/ccr-cheng/InfGCN-pytorch,2023-10-01 21:21:40,2023-12-05 01:31:19.000000,2023-12-05 01:31:14,3.0,,3.0,1.0,,,3.0,11.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
345,SciGlass,,datasets,MIT,https://github.com/drcassar/SciGlass,The database contains a vast set of data on the properties of glass materials.,5,False,,drcassar/SciGlass,https://github.com/drcassar/SciGlass,2019-06-19 19:36:32,2023-08-27 13:46:44.000000,2023-08-27 13:46:44,28.0,,3.0,1.0,,,,10.0,2023-08-27 13:48:09.000,2.0.1,1.0,2.0,,,,,,,,,1.0,,,,3.0,,,,,,22.0,,,,,,,,,,,,,,,
346,charge-density-models,,ml-dft,MIT,https://github.com/ulissigroup/charge-density-models,Tools to build charge density models using [fairchem](https://github.com/FAIR-Chem/fairchem).,5,True,['rep-learn'],ulissigroup/charge-density-models,https://github.com/ulissigroup/charge-density-models,2022-06-22 13:47:53,2023-11-29 15:07:42.000000,2023-11-29 15:07:42,96.0,,2.0,2.0,16.0,1.0,3.0,10.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
347,GN-MM,,ml-iap,MIT,https://gitlab.com/zaverkin_v/gmnn,The Gaussian Moment Neural Network (GM-NN) package developed for large-scale atomistic simulations employing atomistic..,5,False,"['active-learning', 'md', 'rep-eng', 'magnetism']",,,2021-09-19 15:56:31,2021-09-19 15:56:31.000000,,,,4.0,,,,,10.0,,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,zaverkin_v/gmnn,https://gitlab.com/zaverkin_v/gmnn,,
348,MAPI_LLM,,language-models,MIT,https://github.com/maykcaldas/MAPI_LLM,A LLM application developed during the LLM March MADNESS Hackathon https://doi.org/10.1039/D3DD00113J.,5,True,"['ai-agent', 'dataset']",maykcaldas/MAPI_LLM,https://github.com/maykcaldas/MAPI_LLM,2023-03-30 04:24:54,2024-04-20 03:16:17.000000,2024-04-11 22:22:28,31.0,,2.0,1.0,7.0,,,9.0,2023-06-29 18:48:44.000,0.0.1,1.0,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
349,EGraFFBench,,rep-learn,,https://github.com/M3RG-IITD/MDBENCHGNN,,5,False,"['single-paper', 'benchmarking', 'ml-iap']",M3RG-IITD/MDBENCHGNN,https://github.com/M3RG-IITD/MDBENCHGNN,2023-07-06 18:15:34,2023-11-19 05:16:12.000000,2023-11-19 05:14:44,161.0,,,,,4.0,,8.0,2023-07-16 05:46:38.000,0.1.0,1.0,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
350,GDB-9-Ex9 and ORNL_AISD-Ex,,datasets,,https://github.com/ORNL/Analysis-of-Large-Scale-Molecular-Datasets-with-Python,Distributed computing workflow for generation and analysis of large scale molecular datasets obtained running multi-..,5,False,,ORNL/Analysis-of-Large-Scale-Molecular-Datasets-with-Python,https://github.com/ORNL/Analysis-of-Large-Scale-Molecular-Datasets-with-Python,2023-01-06 18:09:54,2023-08-11 16:49:35.000000,2023-08-11 16:49:35,47.0,,6.0,6.0,13.0,2.0,,6.0,,,,7.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
351,MXenes4HER,,rep-eng,GPL-3.0,https://github.com/cnislab/MXenes4HER,Predicting hydrogen evolution (HER) activity over 4500 MXene materials https://doi.org/10.1039/D3TA00344B.,5,False,"['materials-discovery', 'catalysis', 'scikit-learn', 'single-paper']",cnislab/MXenes4HER,https://github.com/cnislab/MXenes4HER,2022-11-28 09:27:36,2023-02-27 18:08:05.000000,2023-02-27 18:08:05,67.0,,3.0,1.0,1.0,,,6.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
352,MolSLEPA,,generative,MIT,https://github.com/tsudalab/MolSLEPA,Interpretable Fragment-based Molecule Design with Self-learning Entropic Population Annealing.,5,False,['xai'],tsudalab/MolSLEPA,https://github.com/tsudalab/MolSLEPA,2023-04-10 15:04:55,2023-04-13 12:48:49.000000,2023-04-13 12:48:49,11.0,,1.0,8.0,2.0,,,5.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
353,q-pac,,ml-esm,MIT,https://gitlab.com/jmargraf/qpac,Kernel charge equilibration method.,5,False,['electrostatics'],,,2020-11-15 20:11:27,2020-11-15 20:11:27.000000,,,,4.0,,,2.0,,4.0,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,jmargraf/qpac,https://gitlab.com/jmargraf/qpac,,
354,paper-ml-robustness-material-property,,unsupervised,BSD-3-Clause,https://github.com/mathsphy/paper-ml-robustness-material-property,A critical examination of robustness and generalizability of machine learning prediction of materials properties.,5,False,"['datasets', 'single-paper']",mathsphy/paper-ml-robustness-material-property,https://github.com/mathsphy/paper-ml-robustness-material-property,2023-02-21 02:38:13,2023-04-13 01:18:02.000000,2023-04-13 01:18:02,3.0,,3.0,1.0,,,,4.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
355,rho_learn,,ml-dft,MIT,https://github.com/m-stack-org/rho_learn,A proof-of-concept workflow for torch-based electron density learning.,5,False,,jwa7/rho_learn,https://github.com/m-stack-org/rho_learn,2023-02-14 15:46:26,2023-04-03 07:03:02.000000,2023-03-27 16:58:46,98.0,,2.0,1.0,1.0,,,4.0,,,,,,,,,,,,,,,,,3.0,,,,,,,m-stack-org/rho_learn,,,,,,,,,,,,,,
356,SISSO++,,rep-eng,Apache-2.0,https://gitlab.com/sissopp_developers/sissopp,C++ Implementation of SISSO with python bindings.,5,False,['lang-cpp'],,,2021-04-30 14:20:59,2021-04-30 14:20:59.000000,,,,3.0,,,3.0,19.0,3.0,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,sissopp_developers/sissopp,https://gitlab.com/sissopp_developers/sissopp,,
357,halex,,ml-esm,,https://github.com/ecignoni/halex,Hamiltonian Learning for Excited States https://doi.org/10.48550/arXiv.2311.00844.,5,False,['excited-states'],ecignoni/halex,https://github.com/ecignoni/halex,2023-09-04 06:54:15,2024-02-08 10:20:53.000000,2024-02-08 10:20:49,169.0,,,3.0,,1.0,,3.0,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
358,Alchemical learning,,ml-iap,BSD-3-Clause,https://github.com/Luthaf/alchemical-learning,Code for the Modeling high-entropy transition metal alloys with alchemical compression article.,5,False,,Luthaf/alchemical-learning,https://github.com/Luthaf/alchemical-learning,2021-12-02 17:02:00,2023-04-24 18:35:45.000000,2023-04-07 10:19:10,120.0,,1.0,7.0,1.0,,4.0,2.0,,,,10.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
359,linear-regression-benchmarks,,datasets,MIT,https://github.com/BingqingCheng/linear-regression-benchmarks,Data sets used for linear regression benchmarks.,5,False,"['benchmarking', 'single-paper']",BingqingCheng/linear-regression-benchmarks,https://github.com/BingqingCheng/linear-regression-benchmarks,2020-04-16 20:48:28,2022-01-26 08:29:46.000000,2022-01-26 08:29:46,24.0,,,3.0,2.0,,,1.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
360,"Data Handling, DoE and Statistical Analysis for Material Chemists",,educational,GPL-3.0,https://github.com/Teoroo-CMC/DoE_Course_Material,"Notebooks for workshops of DoE course, hosted by the Computational Materials Chemistry group at Uppsala University.",5,False,,Teoroo-CMC/DoE_Course_Material,https://github.com/Teoroo-CMC/DoE_Course_Material,2023-05-22 08:11:41,2023-06-26 12:48:17.000000,2023-06-26 12:48:15,157.0,,15.0,2.0,1.0,,,1.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
361,ACE1Pack.jl,,ml-iap,MIT,https://github.com/ACEsuit/ACE1pack.jl,"Provides convenience functionality for the usage of ACE1.jl, ACEfit.jl, JuLIP.jl for fitting interatomic potentials..",5,False,['lang-julia'],ACEsuit/ACE1pack.jl,https://github.com/ACEsuit/ACE1pack.jl,2023-08-21 16:25:00,2023-08-21 16:30:19.000000,2023-08-21 15:48:54,547.0,,,1.0,,,,1.0,,,,11.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,https://acesuit.github.io/ACE1pack.jl,
362,Per-Site CGCNN,,rep-learn,MIT,https://github.com/learningmatter-mit/per-site_cgcnn,Crystal graph convolutional neural networks for predicting material properties.,5,False,"['pretrained', 'single-paper']",learningmatter-mit/per-site_cgcnn,https://github.com/learningmatter-mit/per-site_cgcnn,2023-05-30 18:59:03,2023-06-05 17:38:46.000000,2023-06-05 17:38:41,28.0,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
363,Per-site PAiNN,,rep-learn,MIT,https://github.com/learningmatter-mit/per-site_painn,Fork of PaiNN for PerovskiteOrderingGCNNs.,5,False,"['probabilistic', 'pretrained', 'single-paper']",learningmatter-mit/per-site_painn,https://github.com/learningmatter-mit/per-site_painn,2023-06-04 14:23:49,2023-06-05 17:35:19.000000,2023-06-05 17:30:34,123.0,,1.0,,,,,1.0,,,,10.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
364,Geometric-GNNs,,community,,https://github.com/AlexDuvalinho/geometric-gnns,List of Geometric GNNs for 3D atomic systems.,4,False,"['datasets', 'educational', 'rep-learn']",AlexDuvalinho/geometric-gnns,https://github.com/AlexDuvalinho/geometric-gnns,2023-08-31 09:10:32,2024-02-29 16:25:54.000000,2024-02-29 16:25:53,37.0,,7.0,1.0,3.0,,1.0,93.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
365,ML-in-chemistry-101,,educational,,https://github.com/BingqingCheng/ML-in-chemistry-101,The course materials for Machine Learning in Chemistry 101.,4,False,,BingqingCheng/ML-in-chemistry-101,https://github.com/BingqingCheng/ML-in-chemistry-101,2020-02-09 17:47:07,2020-10-19 08:10:31.000000,2020-10-19 08:10:30,13.0,,17.0,2.0,,,,68.0,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
366,MAGUS,,materials-discovery,,https://gitlab.com/bigd4/magus,Machine learning And Graph theory assisted Universal structure Searcher.,4,False,"['structure-prediction', 'active-learning']",,,2023-01-31 09:00:23,2023-01-31 09:00:23.000000,,,,15.0,,,,,61.0,,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,bigd4/magus,https://gitlab.com/bigd4/magus,,
367,Allegro-Legato,,ml-iap,MIT,https://github.com/ibayashi-hikaru/allegro-legato,An extension of Allegro with enhanced robustness and time-to-failure.,4,False,['md'],ibayashi-hikaru/allegro-legato,https://github.com/ibayashi-hikaru/allegro-legato,2023-01-17 19:46:10,2023-08-03 22:25:11.000000,2023-08-03 22:24:35,82.0,,1.0,1.0,,,,19.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
368,glp,,ml-iap,MIT,https://github.com/sirmarcel/glp,tools for graph-based machine-learning potentials in jax.,4,False,,sirmarcel/glp,https://github.com/sirmarcel/glp,2023-03-27 15:19:40,2024-04-09 12:06:56.000000,2024-03-20 09:00:27,11.0,,1.0,2.0,3.0,,,17.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
369,Graph Transport Network,,rep-learn,https://github.com/gasteigerjo/gtn/blob/main/LICENSE.md,https://github.com/gasteigerjo/gtn,"Graph transport network (GTN), as proposed in Scalable Optimal Transport in High Dimensions for Graph Distances,..",4,False,['transport-phenomena'],gasteigerjo/gtn,https://github.com/gasteigerjo/gtn,2021-07-11 23:36:22,2023-04-26 14:22:00.000000,2023-04-26 14:22:00,9.0,,3.0,2.0,,,,16.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
370,Does this material exist?,,community,MIT,https://thismaterialdoesnotexist.com/,Vote on whether you think predicted crystal structures could be synthesised.,4,False,"['for-fun', 'materials-discovery']",ml-evs/this-material-does-not-exist,https://github.com/ml-evs/this-material-does-not-exist,2023-12-01 18:16:28,2024-07-29 09:50:18.000000,2024-04-10 12:32:06,16.0,,3.0,2.0,2.0,2.0,,15.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
371,ChemDataWriter,,language-models,MIT,https://github.com/ShuHuang/chemdatawriter,ChemDataWriter is a transformer-based library for automatically generating research books in the chemistry area.,4,False,['literature-data'],ShuHuang/chemdatawriter,https://github.com/ShuHuang/chemdatawriter,2023-09-22 10:05:25,2023-10-07 04:23:47.000000,2023-10-07 04:07:59,9.0,,1.0,2.0,,1.0,,14.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
372,paper-data-redundancy,,datasets,BSD-3-Clause,https://github.com/mathsphy/paper-data-redundancy,Repo for the paper Exploiting redundancy in large materials datasets for efficient machine learning with less data.,4,False,"['small-data', 'single-paper']",mathsphy/paper-data-redundancy,https://github.com/mathsphy/paper-data-redundancy,2023-06-10 15:00:28,2024-09-23 13:37:50.000000,2024-09-23 13:37:49,18.0,1.0,,1.0,,,,8.0,2023-10-11 14:09:07.000,1.0,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
373,chemrev-gpr,,educational,,https://github.com/gabor1/chemrev-gpr,Notebooks accompanying the paper on GPR in materials and molecules in Chemical Reviews 2020.,4,False,,gabor1/chemrev-gpr,https://github.com/gabor1/chemrev-gpr,2020-12-18 23:48:06,2021-05-04 19:21:34.000000,2021-05-04 19:21:30,10.0,,6.0,4.0,,,,7.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
374,Mapping out phase diagrams with generative classifiers,,generative,MIT,https://github.com/arnoldjulian/Mapping-out-phase-diagrams-with-generative-classifiers,Repository for our ``Mapping out phase diagrams with generative models paper.,4,False,['phase-transition'],arnoldjulian/Mapping-out-phase-diagrams-with-generative-classifiers,https://github.com/arnoldjulian/Mapping-out-phase-diagrams-with-generative-classifiers,2023-06-07 21:43:14,2023-06-27 08:12:29.000000,2023-06-27 08:12:29,39.0,,2.0,1.0,,,,7.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
375,automl-materials,,rep-eng,MIT,https://github.com/mm-tud/automl-materials,AutoML for Regression Tasks on Small Tabular Data in Materials Design.,4,False,"['automl', 'benchmarking', 'single-paper']",mm-tud/automl-materials,https://github.com/mm-tud/automl-materials,2022-10-07 09:49:18,2022-11-15 15:22:54.000000,2022-11-15 15:22:45,6.0,,1.0,2.0,,,,5.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
376,gkx: Green-Kubo Method in JAX,,rep-learn,MIT,https://github.com/sirmarcel/gkx,Green-Kubo + JAX + MLPs = Anharmonic Thermal Conductivities Done Fast.,4,False,['transport-phenomena'],sirmarcel/gkx,https://github.com/sirmarcel/gkx,2023-04-30 12:25:16,2024-03-20 09:05:20.000000,2024-03-20 09:05:14,3.0,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
377,ML-atomate,,materials-discovery,GPL-3.0,https://github.com/takahashi-akira-36m/ml_atomate,Machine learning-assisted Atomate code for autonomous computational materials screening.,4,False,"['active-learning', 'workflows']",takahashi-akira-36m/ml_atomate,https://github.com/takahashi-akira-36m/ml_atomate,2023-09-21 08:45:10,2023-11-17 09:54:23.000000,2023-11-17 09:51:02,6.0,,1.0,1.0,,,,4.0,2023-09-29 03:52:46.000,stam_m_2023_fix,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
378,KmdPlus,,unsupervised,MIT,https://github.com/Minoru938/KmdPlus,"This module contains a class for treating kernel mean descriptor (KMD), and a function for generating descriptors with..",4,False,,Minoru938/KmdPlus,https://github.com/Minoru938/KmdPlus,2023-03-26 10:06:34,2024-09-25 07:36:49.000000,2024-09-25 07:36:48,8.0,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
379,Visual Graph Datasets,,datasets,MIT,https://github.com/aimat-lab/visual_graph_datasets,Datasets for the training of graph neural networks (GNNs) and subsequent visualization of attributional explanations..,4,False,"['xai', 'rep-learn']",aimat-lab/visual_graph_datasets,https://github.com/aimat-lab/visual_graph_datasets,2023-06-01 11:33:18,2024-06-26 14:06:17.000000,2024-06-26 14:06:13,53.0,,2.0,3.0,,1.0,,2.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
